fecha,bbox0,bbox1,bbox2,bbox3,bbox4,bbox5,bbox6,bbox7,bbox8,bbox9,bbox10,bbox11,bbox12,bbox13,bbox14,bbox15,bbox16,bbox17,bbox18,bbox19,bbox20,bbox21,bbox22,bbox23,bbox24,bbox25,bbox26,bbox27,bbox28,bbox29,bbox30,bbox31,bbox32,bbox33,bbox34,bbox35,bbox36,bbox37,bbox38,bbox39,bbox40,bbox41,bbox42,bbox43,bbox44,bbox45,bbox46,bbox47,bbox48,bbox49,bbox50,bbox51,bbox52,bbox53,bbox54,bbox55,bbox56,bbox57,bbox58,bbox59,bbox60,bbox61,bbox62,bbox63,bbox64,bbox65,bbox66,bbox67,bbox68,bbox69,bbox70,bbox71,bbox72,bbox73,bbox74,bbox75,bbox76,bbox77,bbox78,bbox79,bbox80,bbox81,bbox82,bbox83,bbox84,bbox85,bbox86,bbox87,bbox88,bbox89,bbox90,bbox91,bbox92,bbox93,bbox94,bbox95,bbox96,bbox97,bbox98,bbox99,bbox100,bbox101,bbox102,bbox103,bbox104,bbox105,bbox106,bbox107,bbox108,bbox109,bbox110,bbox111,bbox112,bbox113,bbox114,bbox115,bbox116,bbox117,bbox118,bbox119,bbox120,bbox121,bbox122,bbox123,bbox124,bbox125,bbox126,bbox127,bbox128,bbox129,bbox130,bbox131,bbox132,bbox133,bbox134,bbox135,bbox136,bbox137,bbox138,bbox139,bbox140,bbox141,bbox142,bbox143,bbox144,bbox145,bbox146,bbox147,bbox148,bbox149,bbox150,bbox151,bbox152,bbox153,bbox154,bbox155,bbox156,bbox157,bbox158,bbox159,bbox160,bbox161,bbox162,bbox163,bbox164,bbox165,bbox166,bbox167,bbox168,bbox169,bbox170,bbox171,bbox172,bbox173,bbox174,bbox175,bbox176,bbox177,bbox178,bbox179,bbox180,bbox181,bbox182,bbox183,bbox184,bbox185,bbox186,bbox187,bbox188,bbox189,bbox190,bbox191,bbox192,bbox193,bbox194
2019-01-01,1.78,0.0,1.7302325581395346,5.0,0.0,0.0,4.3,0.46222222222222215,0.0,4.1,0.0,0.0,0.0,0.0,0.0,1.8628571428571428,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.9550000000000001,0.0,0.0,0.0,2.5500000000000003,0.0,2.04,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,4.0,4.5,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,4.2,0.0,0.0,4.45,5.1,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,0.0,1.8,1.02,0.0,4.1,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,4.8,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,1.347826086956522,0.0,0.0,1.3450000000000002,0.0,1.6777777777777778,0.0,0.0,1.4849999999999999,0.0,0.0,0.0,2.925,0.0,0.0,0.0,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,4.2,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1333333333333333,0.0,4.8,0.0,4.9,0.0,0.0,0.0,0.0,4.4,2.13,0.0,4.3500000000000005,4.6,4.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.805,0.0,0.0,4.9,0.0,0.960277777777778,1.5333333333333332,4.2,0.0,0.0,0.0,0.0,0.9125,0.0,0.0
2019-01-02,0.0,0.0,1.6951612903225803,0.0,0.0,0.0,0.0,0.7488888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.919,0.0,0.0,4.2,2.266666666666667,0.0,0.0,0.0,1.21,0.0,0.0,0.0,2.2733333333333334,4.2,1.6740000000000002,0.0,1.3,0.0,0.0,4.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,4.6,0.0,1.1736842105263159,0.0,0.0,0.0,0.0,2.2333333333333334,2.1444444444444444,4.7,1.342857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,1.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1493103448275863,2.433333333333333,0.0,0.9450000000000001,0.0,1.4142857142857141,0.0,0.0,2.01,4.5,4.3,0.0,2.6,0.0,0.0,0.0,3.0125,0.0,0.0,4.1,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,1.752,0.0,4.5,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.065,0.0,0.0,0.0,0.0,0.8146666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.8203846153846153,0.0,0.0
2019-01-03,1.91,0.0,1.5776119402985078,4.2,0.0,0.0,0.0,0.5240476190476189,0.0,4.25,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1244444444444446,4.633333333333333,0.0,0.0,2.617142857142857,4.75,0.0,0.0,1.3,0.0,0.0,5.0,0.0,0.0,4.3,2.066666666666667,0.0,0.0,0.0,0.0,0.0,0.0,5.2,4.5,4.0,0.0,4.5,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,4.5,0.0,1.3875,0.0,4.5,0.0,0.0,2.65,1.7416666666666665,0.0,1.8800000000000003,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9333333333333336,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.284285714285714,2.15,0.0,1.17,0.0,1.7428571428571424,0.0,0.0,2.21,0.0,0.0,0.0,2.7399999999999998,0.0,0.0,0.0,2.7866666666666666,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,4.7,2.175,0.0,0.0,0.0,4.5,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1999999999999997,0.0,0.0,0.0,0.0,0.0,4.8,0.0,4.6,0.0,2.4,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,1.8,0.0,0.0,1.4949999999999999,4.9,0.0,0.0,0.0,0.699550561797753,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.0,0.0
2019-01-04,1.78,0.0,1.3109374999999999,0.0,0.0,0.0,0.0,0.697727272727273,0.0,5.6,0.0,0.0,0.0,0.0,0.0,2.0500000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4883333333333333,0.0,0.0,4.4,2.307272727272727,0.0,1.57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,2.5,4.7,0.0,0.0,4.433333333333334,0.0,0.9062499999999999,0.0,0.0,0.0,0.0,3.6,1.4479999999999997,0.0,1.3,1.8020000000000003,0.0,3.9000000000000004,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,4.2,0.0,2.56,0.0,0.0,0.0,0.0,0.0,1.9500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0672,1.955,4.4,1.612,0.0,1.1166666666666667,0.0,0.0,2.32,0.0,0.0,0.0,2.683333333333333,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.8,4.199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1833333333333336,4.3,0.0,0.0,0.0,0.0,4.2,0.0,0.0,4.3,1.44,0.0,4.1,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,1.0837500000000002,4.6,0.0,0.0,0.0,0.8479310344827585,1.4666666666666668,0.0,0.0,0.0,0.0,4.5,0.3582608695652173,4.9,0.0
2019-01-05,1.6233333333333333,0.0,1.2722891566265062,0.0,0.0,0.0,0.0,0.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.028181818181818,0.0,4.8,0.0,0.0,0.0,0.0,0.0,1.0499999999999998,4.4,0.0,0.0,2.1472727272727274,0.0,1.13625,0.0,1.3,0.0,0.0,0.0,0.0,0.0,4.2,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,1.15,0.0,0.0,3.1,0.0,0.0,0.0,4.5200000000000005,0.0,0.7055555555555555,0.0,0.0,0.0,0.0,2.8,1.357058823529412,0.0,1.4,0.0,0.0,4.5,0.0,0.0,0.0,1.0,4.6,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,4.0,4.2,0.0,2.5599999999999996,0.0,0.0,0.0,0.0,0.0,1.3,4.6,0.0,0.0,0.0,0.0,0.0,6.8,1.1978571428571427,2.1500000000000004,0.0,1.155,3.7,1.4000000000000001,0.0,0.0,0.7033333333333333,0.0,0.0,0.0,1.8728571428571428,0.0,0.0,0.0,2.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,1.5,0.0,0.0,0.0,4.1,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9316666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,1.5277777777777777,0.0,5.0,4.2,0.0,0.0,0.0,0.0,4.4,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,1.0257575757575759,1.7166666666666666,0.0,1.6,0.8,0.0,4.762499999999999,0.41277777777777774,0.0,0.0
2019-01-06,1.5466666666666669,0.0,1.3549295774647885,0.0,0.0,0.0,0.0,0.7633333333333333,0.0,4.25,0.0,0.0,0.0,5.0,0.0,1.9500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2555555555555555,0.0,0.0,0.0,2.1863636363636365,4.736000000000001,1.83,0.0,1.1,0.0,4.3,0.0,0.0,2.4,4.3,2.5,0.0,0.0,0.0,0.0,4.9,0.0,4.2,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,4.8,1.7391304347826084,0.0,0.0,0.0,0.0,0.0,0.0,4.2,4.1,0.9,0.0,0.0,0.0,0.0,3.6,1.680625,0.0,1.4111111111111112,1.3266666666666664,0.0,0.0,0.0,0.0,0.0,1.9,5.2,4.1,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,0.0,2.814285714285714,0.0,0.0,0.0,0.0,0.0,2.1,0.0,4.4,0.0,0.0,0.0,0.0,0.0,1.1583999999999999,2.45,0.0,1.8199999999999998,0.0,1.0230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,1.4549999999999998,5.0,0.0,4.3,3.1283333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.1,4.475,0.0,0.0,0.0,0.0,0.0,4.7,4.7,0.0,4.3,0.0,0.0,1.7128571428571429,4.3,0.0,0.0,0.0,0.0,0.0,4.2,0.0,4.3,1.2550000000000001,0.0,4.4,5.0,0.0,0.0,0.0,0.0,4.4,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,2.517692307692308,0.0,0.0,0.0,0.0,0.9908333333333331,1.6142857142857143,0.0,0.0,0.0,0.0,4.3,0.3822857142857143,0.0,0.0
2019-01-07,0.0,0.0,1.365277777777778,4.8,0.0,0.0,0.0,1.3970967741935487,0.0,4.7,0.0,0.0,0.0,0.0,0.0,1.7578571428571428,0.0,0.0,4.6,0.0,0.0,0.0,0.0,1.4039999999999997,0.0,0.0,0.0,2.5844444444444448,4.435714285714286,1.0333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,2.16,4.5,4.9,1.2,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.8916666666666666,0.0,0.0,4.6,0.0,2.3,1.5844444444444448,4.4,1.4857142857142858,1.8800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1957894736842107,2.5666666666666664,4.2,1.745,0.0,1.4500000000000002,0.0,0.0,0.0,4.2,0.0,0.0,1.8585714285714283,0.0,0.0,0.0,2.7142857142857144,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,4.6,0.0,4.15,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,1.2054545454545453,0.0,5.5,0.0,4.6,0.0,0.0,4.1,0.0,0.0,2.05,4.5,0.0,0.0,0.0,4.4,0.0,2.765,0.0,0.0,4.0,0.0,0.8544444444444445,1.6,0.0,0.0,0.0,1.27,0.0,0.8036,4.525,0.0
2019-01-08,3.7,0.0,1.3493827160493828,0.0,0.0,0.0,0.0,1.1376190476190478,0.0,4.4,0.0,0.0,0.0,0.0,0.0,1.8190000000000002,0.0,4.6,0.0,0.0,0.0,0.0,0.0,1.0799999999999998,4.9,0.0,0.0,2.2985714285714285,4.233333333333333,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,0.0,0.0,0.0,4.25,2.1,0.0,4.633333333333333,0.0,0.9500000000000001,0.0,0.0,0.0,0.0,0.0,1.7,0.0,1.4666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.766666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.3,0.0,0.0,1.121034482758621,0.0,0.0,1.7833333333333332,0.0,1.75,0.0,0.0,1.5,0.0,0.0,0.0,2.966666666666667,0.0,0.0,0.0,3.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,4.300000000000001,0.0,0.0,1.817142857142857,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3933333333333333,0.0,4.2,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,1.7,0.0,0.0,1.7133333333333334,5.2,4.2,0.0,0.0,0.7955263157894737,1.46,0.0,0.0,0.0,0.0,0.0,0.5026666666666667,0.0,0.0
2019-01-09,0.0,0.0,1.484705882352941,5.0,0.0,0.0,0.0,1.0616666666666668,5.1,4.2,0.0,0.0,0.0,0.0,0.0,1.8900000000000001,0.0,4.6,0.0,0.0,0.0,0.0,0.0,1.071111111111111,0.0,0.0,0.0,1.9872727272727273,4.2,2.2455555555555553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,4.3,2.23,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,4.5249999999999995,0.0,0.75,0.0,0.0,0.0,0.0,0.0,1.7280000000000002,4.666666666666667,1.756,1.46,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,4.4,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.140952380952381,0.0,0.0,1.485,0.0,1.5375,0.0,0.0,0.25,0.0,0.0,0.0,1.5,0.0,0.0,0.0,2.775,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,4.7,4.2,0.0,1.5666666666666667,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.895,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,2.1,0.0,4.55,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5230769230769234,0.0,0.0,0.0,0.0,1.1131707317073174,1.0,0.0,0.0,0.0,0.0,0.0,1.1993333333333334,0.0,0.0
2019-01-10,1.27,0.0,1.4370370370370371,0.0,0.0,0.0,0.0,0.9753571428571429,0.0,4.3,0.0,0.0,0.0,0.0,0.0,1.8650000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.175,0.0,0.0,0.0,2.3957142857142855,4.2,1.7650000000000003,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,1.25,0.0,0.0,3.2,0.0,0.0,4.6,4.713333333333333,0.0,1.1625,0.0,0.0,0.0,0.0,0.0,1.6374999999999997,0.0,2.0809523809523807,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9860000000000002,0.0,0.0,0.0,0.0,4.5,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,1.2,0.0,4.4,0.0,0.0,0.0,4.8,0.0,1.183103448275862,0.0,0.0,1.185,0.0,1.5545454545454547,0.0,0.0,0.0,0.0,0.0,0.0,1.2525,0.0,4.7,4.6,2.9066666666666663,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.208,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,1.672857142857143,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5733333333333333,0.0,0.0,5.0,0.0,0.8687096774193547,1.2999999999999998,0.0,0.0,0.0,0.0,4.3,0.7681818181818181,0.0,0.0
